Reading,ReadingFurigana,ReadingKana,Occurences,ReadingFrequency,PitchPositions,Definitions
懸ける,懸[か]ける,かける,43,3200,2,"to apply (insurance),to pun (on a word),to use (a word) as a pivot word,to play on words,to be partway doing ...,to begin (but not complete) ...,to be about to ...,to address (someone),to direct (something, to someone),to do (something, to someone),to hang up (e.g. a coat, a picture on the wall),to let hang,to suspend (from),to hoist (e.g. sail),to raise (e.g. flag),to put on (e.g. a blanket),to put on top of,to cover,to lay,to spread,to put on (glasses, etc.),to wear (a necklace, etc.),to make (a call),to spend (time, money),to expend,to use,to pour (liquid) onto,to sprinkle (powder or spices) onto,to splash,to throw (e.g. water) onto,to turn on (an engine, radio, etc.),to set (a dial, alarm clock, etc.),to put on (a DVD, song, etc.),to use (a device, implement, etc.),to cause (someone inconvenience, trouble, etc.),to burden (someone),to impose,to multiply (arithmetic operation),to secure (e.g. lock),to take a seat,to sit,to rest (something on something else),to support (something on something else),to bind,to wager,to bet,to risk,to stake,to gamble,to put an effect (spell, anaesthetic, etc.) on,to hold (a play, festival, etc.),to hold an emotion for (pity, hope, etc.),to argue (in court),to deliberate (in a meeting),to present (e.g. idea to a conference, etc.),to increase further,to catch (in a trap, etc.),to set atop,to erect (a makeshift building)"
念入り,念[ねん]入[い]り,ねんいり,43,9436,"0,4","careful,scrupulous,thorough,conscientious,elaborate,deliberate,attentive"
鉄山,鉄[てつ]山[ざん],てつざん,43,97086,2,iron mine
盛る,盛[さか]る,さかる,43,5700,0,"to become vigorous,to gain force,to become more active,to prosper,to thrive,to flourish,to be in heat,to be in rut,to copulate"
知れる,知[し]れる,しれる,43,2265,0,"to become known,to come to light,to be discovered,to be known,to be understood,to clearly not amount to much,to be insignificant,to be evident,to be obvious,to go without saying,to be very intense (of worry, hope, etc.),to be severe"
ピストル,ピストル,ピストル,43,19216,0,pistol
連行,連[れん]行[こう],れんこう,43,7325,0,"taking (a suspect to the police),dragging (someone) away"
ふる,ふる,ふる,43,5036,0,"to wave,to shake,to swing,to sprinkle,to throw (dice),to cast (actor),to allocate (work),to turn down (someone),to reject,to jilt,to dump,to abandon,to give up,to ruin,to add kana indicating a reading of a word,to slightly change headings,to change directions,to extract by broiling,to prepare an infusion of,to decoct,to carry with great vigor (e.g. a portable shrine),to bring up a topic,to lead to a topic,to replace,to substitute,to set up a joke for someone else"
帝都,帝[てい]都[と],ていと,43,17531,1,imperial capital
マリア,マリア,マリア,43,14006,1,"Mary (mother of Jesus),the Virgin Mary,Mary (of Magdala),Mary Magdalene"
アリバイ工作,アリバイ工[こう]作[さく],アリバイこうさく,43,43141,,concocting an alibi
蒲田,蒲田,,43,41264,,"Kamata,Gatsukida,Katsukita,Katsukida,Gamada,Gamata,Gabata,Kabata,Kamada"
カット,カット,カット,43,5135,1,"cut,cutting,haircut,(continuous) shot (in a film or TV show),illustration (in a book, newspaper, etc.),cut,cut (shot; in tennis, table tennis, etc.),chop,cutting (the ball),cutting off (an outfielder's throw),cut (of a deck of cards)"
グローブ,グローブ,グローブ,43,15369,2,"glove (esp. in sports),mitt"
変声,変[へん]声[せい],へんせい,43,59676,0,"voice change,voice break"
再現,再[さい]現[げん],さいげん,43,4296,"0,3","reappearance,reemergence,return,revival,reproduction,reenactment,recreation"
ブランド,ブランド,ブランド,43,6703,0,brand
放火,放[ほう]火[か],ほうか,43,14865,0,"arson,setting fire"
ホール,ホール,ホール,43,5760,1,"hall (dance, concert, etc.),dining area of a restaurant"
ほこり,ほこり,ほこり,43,8375,"0,3","pride,boast,credit (to)"
正影,正影,,43,135366,,Masakage
連続殺人犯,連[れん]続[ぞく]殺[さつ]人[じん]犯[はん],れんぞくさつじんはん,43,32513,7,serial killer
武木,武木,,43,138310,,Takegi
園,園[その],その,43,6359,1,"garden,orchard,park,place,world,environment"
加藤,加藤,,43,12842,0,Katoo
逆恨み,逆[さか]恨[うら]み,さかうらみ,43,10710,"0,3","being resented (by someone one holds resentment towards),responding to kindness with resentment,thinking ill of someone who meant to be kind,resentment caused by a misunderstanding,unjustified resentment,unreasonable grudge"
降ろす,降[お]ろす,おろす,43,4248,2,"to take down,to bring down,to lower (a hand, flag, shutter, etc.),to drop (an anchor, curtain, etc.),to let down (hair),to launch (a boat),to drop off (a passenger),to let off,to unload (goods, a truck, etc.),to offload,to discharge,to withdraw (money),to use for the first time,to wear for the first time,to cut off,to fillet (fish),to grate (e.g. radish),to prune (branches),to remove (someone from a position),to oust,to drop,to clear (the table),to remove (offerings from an altar),to pass down (e.g. old clothes),to hand down,to expel from the body (e.g. worms),to abort (a fetus),to invoke (a spirit),to call down"
当たり,当[あ]たり,あたり,43,2881,0,"hit,success,guess,prediction,affability,friendliness,sensation,touch,bruise (on fruit),situation in which a stone or chain of stones may be captured on the next move,bite (of a fish on a hook),strike,per,each"
圭一,圭一,,43,52581,0,"Keiichi,Kiyokazu"
あん,あん,あん,43,1847,1,"that,those,the"
接着剤,接[せっ]着[ちゃく]剤[ざい],せっちゃくざい,43,22964,"4,0","adhesive,glue"
嗅ぐ,嗅[か]ぐ,かぐ,43,4833,0,"to sniff,to smell"
美,美[び],び,43,4523,1,beauty
楓,楓[かえで],かえで,43,18737,0,"maple (Acer spp.),maple tree"
なぎさ,なぎさ,なぎさ,43,40057,0,"water's edge,beach,shore"
河埜,河埜,,42,129761,,Kawano
切れ端,切[き]れ端[はし],きれはし,42,19814,"0,4","fragment,scrap,cut end,cut-off piece,chip,odds and ends"
ご迷惑,ご迷[めい]惑[わく],ごめいわく,42,2395,,"trouble,bother,annoyance"
信一,信一,,42,65344,,"Nobukazu,Nobuichi,Toshikazu,Shin'ichi"
というわけだ,というわけだ,というわけだ,42,4725,,"this is why,this means,it is the case that"
やんか,やんか,やんか,42,12839,,"isn't it,right?,you know?"
ミネルバ,ミネルバ,ミネルバ,42,74247,2,Minerva (goddess)
ＣＩＡ,Ｃ[シー]Ｉ[アイ]Ａ[エー],シーアイエー,42,34774,,"Central Intelligence Agency (US),CIA"
着,着[ちゃく],ちゃく,42,3325,1,"arrival,arriving at ...,counter for items or suits of clothing,nth place (in a race),counter for moves"
皮膚,皮[ひ]膚[ふ],ひふ,42,6161,"1,0",skin
いかにも,いかにも,いかにも,42,3437,2,"absolutely,certainly,for sure,very,extremely,totally,terribly,indeed,really,truly,just (like)"
ナーン,ナーン,ナーン,42,4030,1,"naan (bread),nan"
立ち寄る,立[た]ち寄[よ]る,たちよる,42,6678,"0,3","to drop in (at),to drop by,to call at,to stop by,to stop off,to stop in"
ルート,ルート,ルート,42,3232,1,"route,path,channel (e.g. sales, distribution)"
綿貫,綿[わた]貫[ぬき],わたぬき,42,64229,"0,4","unpadded kimono,1st day of the 4th month of the lunisolar calendar"
清美,清[せい]美[び],せいび,42,50616,1,pure and beautiful
うらなり,うらなり,うらなり,42,84399,0,"fruit grown near the tip of the vine (hence stunted and unripe),weak-looking fellow,pale-faced man,pasty-faced man,pallid man"
いつまでも,いつまでも,いつまでも,42,1447,1,"forever,eternally,for good,as long as one likes,indefinitely,endlessly,for a long time"
ＦＤ,Ｆ[エフ]Ｄ[ディー],エフディー,42,71485,3,"floppy disk,FD"
友紀子,友紀子,,42,140484,1,Yukiko
座,座[ざ],ざ,42,3329,"0,1","seat,place,position,status,gathering,party,company,atmosphere (of a gathering),stand,pedestal,platform,trade guild,attaches to the names of constellations,attaches to the names of theatres, cinemas and theatrical troupes,counter for theatres, deities, Buddhist images, tall mountains, and satokagura songs"
潜入,潜[せん]入[にゅう],せんにゅう,42,5288,0,"infiltration,sneaking in,going undercover"
周,周[しゅう],しゅう,42,5409,1,"counter for laps or circuits,perimeter,Zhou dynasty (of China; approx. 1046-256 BCE),Chou dynasty"
オー,オー,オー,42,9284,"1,0","oh!,good heavens!,ugh!,oh no!,ah!,the penny drops!,yes!,okay!"
反対側,反[はん]対[たい]側[がわ],はんたいがわ,42,5801,,"opposite side,opposition"
ラスト,ラスト,ラスト,42,4717,1,"last,final,end,conclusion,last one"
田端,田端,,42,53643,,"Tabana,Tabuchi,Tabashi,Tahashi,Tabata"
台本,台[だい]本[ほん],だいほん,42,8148,0,"script,libretto,scenario"
リスト,リスト,リスト,42,4058,1,list
蛾,蛾[が],が,42,26538,0,moth
推測,推[すい]測[そく],すいそく,42,3954,0,"guess,conjecture"
綾華,綾華,,42,130432,,Ayaka
顔見知り,顔[かお]見[み]知[し]り,かおみしり,42,8827,"0,3",acquaintance
物取り,物[もの]取[と]り,ものとり,42,27633,"3,4","thief,robber"
３枚,３[さん]枚[まい],さんまい,42,9899,"1,0","three flat objects (sheets of paper, pieces of cloth, etc.),cutting a fish into two boneless fillets and a piece with the skeleton"
お手伝い,お手伝[てつだ]い,おてつだい,42,2507,2,"help,assistance,maid,helper"
下に,下[しも]に,しもに,42,4515,,"down,below,downward"
つくる,つくる,つくる,42,1316,2,"to make,to produce,to manufacture,to build,to construct,to prepare (food),to brew (alcohol),to raise,to grow,to cultivate,to train,to till,to draw up (a document),to make out,to prepare,to write,to create (an artistic work, etc.),to compose,to coin (a phrase),to organize,to organise,to establish,to found,to have (a child),to make up (one's face, etc.),to fabricate (an excuse, etc.),to give a (false) appearance,to feign (a smile, etc.),to put on a show of emotion,to form (a line, etc.),to set (a record),to commit (a sin, etc.)"
大神,大[おお]神[かみ],おおかみ,42,27302,"0,1",god
ちょっとした,ちょっとした,ちょっとした,42,2266,"1,0","slight,minor,trifling,trivial,petty,considerable,proper,decent,respectable,quite (a)"
天城,天城,,42,42091,,Amaki
世の中,世[よ]の中[なか],よのなか,42,1186,2,"society,the world,the times"
球,球[きゅう],きゅう,42,5095,1,"sphere,globe,ball,bulb,ball,sphere,counter for pitches"
美菜,美菜,,42,93314,,"Haruna,Yoshina"
パワー,パワー,パワー,42,3020,1,power
湯船,湯[ゆ]船[ぶね],ゆぶね,42,12177,1,"bathtub,boat with a bathtub rented to customers (Edo period)"
３回,３[さん]回[かい],さんかい,42,3948,,three times
江崎,江崎,,42,67662,1,"Ezaki,Esaki"
ドドンパ,ドドンパ,ドドンパ,42,108908,2,"dodompa,rumba-like Japanese musical genre popular in the 1960s"
贈る,贈[おく]る,おくる,42,4142,0,"to give (as a gift),to present,to confer,to bestow,to award"
こうやって,こうやって,こうやって,42,3058,,"thus,in this way"
やから,やから,やから,42,7137,1,"party (of people),set (of people),clan,family,fellow"
右利き,右[みぎ]利[き]き,みぎきき,42,29829,0,"right-handedness,right-handed person,right-hander"
会,会[かい],かい,42,1748,1,"meeting,assembly,party,gathering,conference,athletic meet,society,association,club"
さんざん,さんざん,さんざん,42,3285,0,"thoroughly,completely,utterly,severely,harshly,terribly,miserably,wretchedly,badly,scattered,disconnected,dispersed,smashed into tiny pieces"
クイズ,クイズ,クイズ,42,8957,1,quiz
順,順[じゅん],じゅん,42,5382,0,"order,turn,sorting,obedient,docile,submissive,meek"
押し入る,押[お]し入[い]る,おしいる,42,13132,3,"to push in,to force into,to break in (e.g. into a house),to intrude"
先代,先[せん]代[だい],せんだい,42,6788,0,"previous generation (of a family),previous head of the family,one's (late) father,predecessor,previous age,previous generation"
古川,古[ふる]川[かわ],ふるかわ,42,41647,"0,2",old river
鉄パイプ,鉄[てつ]パイプ,てつパイプ,42,31191,,"iron pipe,steel pipe,metal pipe"
はがき,はがき,はがき,42,37481,0,"postcard,memo,note,card"
満,満[まん],まん,42,12859,1,"being full,Manchuria,(counting) completed years (e.g. when calculating age),full (years, months, etc.)"
入れ替える,入[い]れ替[か]える,いれかえる,42,5888,"4,3","to replace,to substitute,to shift,to change places"
牛窪,牛窪,,42,141497,,Ushikubo
身内,身[み]内[うち],みうち,42,3548,0,"relatives,one's family,friends,members of the same organization,followers,henchmen,one's whole body"
何人,何[なん]人[にん],なんにん,41,1609,0,"how many people,a number of people"
紙飛行機,紙[かみ]飛[ひ]行[こう]機[き],かみひこうき,41,37690,4,"paper plane,paper airplane,paper aeroplane"
桜子,桜子,,41,35716,,"Sakurako,Chieri,Cheriko"
お名前,お名[な]前[まえ],おなまえ,41,2936,,name
こすれる,こすれる,こすれる,41,22297,2,to be rubbed
ぬ,ぬ,ぬ,41,2522,,not
麻生,麻生,,41,44089,1,"Asau,Asao,Asasei,Asafu,Asabu,Asami,Asao,Asawo,Azau,Azabu,Ashou,Asou,Asoo,Oe,Maui,Masou"
家出,家[いえ]出[で],いえで,41,4519,"0,3","running away from home,elopement,becoming a Buddhist monk,entering the priesthood,outing,going out"
鮎川,鮎川,,41,56496,1,"Ayugawa,Ayukawa"
カツラ,カツラ,カツラ,41,21348,0,"wig,hairpiece,toupee"
香織,香織,,41,28789,,"Kaori,Kawori"
１番,１[いち]番[ばん],いちばん,41,4496,"2,3","as a test,as an experiment,by way of experiment,by way of trial,tentatively,song (e.g. in noh),piece,game,round,bout,best,most,number one,first,first place"
取っ手,取[と]っ手[て],とって,41,19557,"0,3","handle,grip,knob"
お仕事,お仕[し]事[ごと],おしごと,41,1734,2,"work,job,labor,labour,business,task,assignment,occupation,employment"
拝む,拝[おが]む,おがむ,41,5739,2,"to assume the posture of praying,to press the palms and fingers of both hands together,to do reverence (e.g. before a statue of the Buddha),to pay one's respects,to beg,to make a supplication,to see (something or someone of high status)"
分の,分[ぶん]の,ぶんの,41,4547,,-th (e.g. one fifth)
墓参り,墓[はか]参[まい]り,はかまいり,41,10873,3,visit to a grave
晴らす,晴[は]らす,はらす,41,4776,2,"to dispel,to clear away,to refresh (oneself),to accomplish a goal,to make it sunny,to make clouds disappear"
彩華,彩華,,41,84053,,"Ayaka,Kahana"
骨折,骨[こっ]折[せつ],こっせつ,41,7166,0,bone fracture
マッチ,マッチ,マッチ,41,8787,1,match (for lighting a fire)
敷く,敷[し]く,しく,41,3942,0,"to spread out (e.g. a futon),to lay out,to lay down (e.g. a cushion),to impose widely (e.g. martial law),to promulgate,to pin down,to hold down,to lay (e.g. railway tracks),to deploy (e.g. troops),to spread (e.g. snow),to be propagated"
奥穂,奥穂,,41,174234,,"Okuho,Okuo"
緑色,緑[みどり]色[いろ],みどりいろ,41,8534,0,"green,green color"
何たって,何[なん]たって,なんたって,41,25722,1,"no matter what,whatever you say,in the end,after all"
