"Reading","ReadingFurigana","ReadingKana","Occurences","ReadingFrequency","PitchPositions","Definitions"
"文章","文[ぶん]章[しょう]","ぶんしょう","83","4590","1","writing,composition,essay,article,passage,prose,(writing) style,sentence"
"かよ","かよ","かよ","83","2325","","sentence-ending particle expressing a rhetorical question,sentence-ending particle expressing doubt"
"あっそ","あっそ","あっそ","83","4237","","oh, OK,oh, I see,oh, yeah?,hmm"
"形跡","形[けい]跡[せき]","けいせき","83","6651","0","traces,evidence"
"相談役","相[そう]談[だん]役[やく]","そうだんやく","83","27956","0,3","counselor,counsellor,adviser,advisor"
"インク","インク","インク","83","12256","0,1","ink"
"てっきり","てっきり","てっきり","83","2618","3","surely,certainly,without doubt"
"偽物","偽[にせ]物[もの]","にせもの","83","4477","0","spurious article,forgery,counterfeit,imitation,sham"
"山崎","山崎","","83","17713","0","Yamasa,Yamasaki,Yamasagi,Yamaza,Yamazaki,Yamanosaki"
"ベルモット","ベルモット","ベルモット","83","83907","3","vermouth"
"使用","使[し]用[よう]","しよう","83","2134","0","use,application,employment,utilization,utilisation"
"持ち去る","持[も]ち去[さ]る","もちさる","82","12330","3,0","to take away,to carry away"
"匹","匹[ひき]","ひき","82","2450","2","counter for small animals,counter for rolls of cloth (two han in size),counter for horses,roll of cloth"
"ネズミ","ネズミ","ネズミ","82","4981","0","mouse,rat,dark gray,slate gray"
"む","む","む","82","2178","1","unh,oof,wow,whoa,yes,yeah,uh-huh"
"デタラメ","デタラメ","デタラメ","82","9892","0","nonsense,irresponsible remark,codswallop,hogwash,rubbish,random,haphazard,unsystematic"
"順番","順[じゅん]番[ばん]","じゅんばん","82","3149","0","order,turn"
"歯","歯[は]","は","82","2485","1","tooth,teeth,tooth (of a comb, saw, etc.),cog,support (of a geta)"
"ゴール","ゴール","ゴール","82","3979","1","goal (in soccer, hockey, etc.),basket (in basketball),finish line,finishing line,winning post,reaching the finish line,finishing (a race),goal,objective"
"成立","成[せい]立[りつ]","せいりつ","82","3248","0","formation,establishment,materialization,coming into existence,conclusion (e.g. of a deal),reaching (e.g. an agreement),approval,completion,closing,enacting,arrangement,being valid (of a theory, argument, etc.),holding,applying"
"タイヤ","タイヤ","タイヤ","82","10007","0","tire,tyre"
"室内","室[しつ]内[ない]","しつない","82","5565","2","indoor,inside the room"
"えーっと","えーっと","えーっと","82","3658","0,3","let me see,well,errr ...,uhh ..."
"目当て","目[め]当[あ]て","めあて","82","3919","1","mark,guide,landmark,purpose,aim,goal,intention,end,sight (on a firearm)"
"ほら","ほら","ほら","82","2546","2,1","hollow,cavity,hole,cave"
"今から","今[いま]から","いまから","82","1075","","from now,from this moment,henceforth"
"本日","本[ほん]日[じつ]","ほんじつ","82","1078","1","today,this day"
"かぶせる","かぶせる","かぶせる","82","8674","3","to cover (with something),to put on (e.g. someone's head),to pour liquid (on something),to dash liquid (over something),to plate (something) with metal,to cover (with a dental crown),to add (e.g. music to a video),to include (into something),to speak (over someone else),to put the blame (on someone),to place the responsibility (on someone)"
"モデル","モデル","モデル","82","3230","1,0","model (in model theory),model (for a fictional character, place, etc.),inspiration,model (e.g. mathematical),model (of a vehicle, machine, etc.),version,model (profession),fashion model,model,dummy,mock-up"
"しょうが","しょうが","しょうが","82","1535","0","ginger (Zingiber officinale)"
"僕ら","僕[ぼく]ら","ぼくら","82","1638","1","we"
"来週","来[らい]週[しゅう]","らいしゅう","82","2131","0","next week"
"刀","刀[かたな]","かたな","82","3957","3,2","sword (esp. Japanese single-edged),katana,scalpel,chisel,burin,graver,knife money (knife-shaped commodity money used in ancient China)"
"細い","細[ほそ]い","ほそい","82","2787","2","thin,slender,fine,unlucky"
"っつう","っつう","っつう","82","4506","","meaning,called,said"
"その間","その間[あいだ]","そのあいだ","82","2091","3,2","in the meanwhile,during the time"
"売れる","売[う]れる","うれる","81","2168","0","to sell (well),to be well known,to be popular,to be famous"
"くっつく","くっつく","くっつく","81","2913","3","to get involved with,to be thick with,to become intimate,to adhere to,to stick to,to cling to,to keep close to,to go along with"
"のせいで","のせいで","のせいで","81","1758","","because of,owing to,due to"
"知り合う","知[し]り合[あ]う","しりあう","81","2678","3","to get to know each other,to make acquaintance"
"広田","広田","","81","57926","1","Hiroda,Hirota"
"あいや","あいや","あいや","81","5128","","hey!,excuse me!,wait a moment"
"オルゴール","オルゴール","オルゴール","81","27230","3","music box,musical box"
"詰める","詰[つ]める","つめる","81","2793","2","to stuff into,to jam,to cram,to pack,to fill,to plug,to stop up,to shorten,to move closer together,to reduce (spending),to conserve,to focus intently on,to strain oneself to do,to go through thoroughly,to work out (details),to bring to a conclusion,to wind up,to be on duty,to be stationed,to corner (esp. an opponent's king in shogi),to trap,to checkmate,to cut off (one's finger as an act of apology),to catch (one's finger in a door, etc.),to do non-stop,to do continuously,to keep doing (without a break),to do completely,to do thoroughly,to force someone into a difficult situation by ..."
"グループ","グループ","グループ","81","2687","2","group (usu. of people)"
"組む","組[く]む","くむ","81","1362","1","to cross (legs or arms),to link (arms),to put together,to construct,to assemble,to produce (e.g. TV program),to braid,to plait,to grapple,to wrestle,to unite,to join,to link up,to form an alliance,to set (e.g. type),to issue (e.g. money order)"
"ゆ","ゆ","ゆ","81","3238","2","bow (weapon),archery,bow (for a violin, etc.)"
"血まみれ","血[ち]まみれ","ちまみれ","81","10770","0,2","bloodstained,bloody,covered with blood"
"桜","桜[さくら]","さくら","81","3636","0","cherry tree,cherry blossom,fake buyer,paid audience,shill,seat filler,hired applauder,horse meat"
"ってよ","ってよ","ってよ","81","2856","","please ...,would you ...,expresses a firm view or feeling"
"コップ","コップ","コップ","81","6973","0","glass (drinking vessel),tumbler,cups (playing card suit)"
"じゅうたん","じゅうたん","じゅうたん","81","32579","1","carpet,rug,runner"
"ドイル","ドイル","ドイル","81","77090","","Doyle"
"共犯者","共[きょう]犯[はん]者[しゃ]","きょうはんしゃ","81","11561","3","accomplice,henchman"
"自信","自[じ]信[しん]","じしん","81","881","0","self-confidence,confidence (in oneself)"
"覚悟","覚[かく]悟[ご]","かくご","81","799","1,2","readiness,(mental) preparedness,resolution,determination,resignation (to one's fate)"
"付き","付[つ]き","つき","81","2764","2","furnished with,including,attached to,impression,appearance,luck,sociality,under,assistant (e.g. to a manager),soup base"
"次郎","次[じ]郎[ろう]","じろう","81","16653","1","second son"
"唯一","唯[ゆい]一[いつ]","ゆいいつ","81","1468","1","only,sole,unique"
"それでも","それでも","それでも","81","418","3","but (still),and yet,nevertheless,even so,notwithstanding"
"ツアー","ツアー","ツアー","80","10546","1","tour"
"ついでに","ついでに","ついでに","80","1735","4,0","while (one is at it),when,on the occasion of,at the same time (as),on one's way (to),by the way,incidentally,in passing"
"イテッ","イテッ","イテッ","80","4826","","ouch"
"気をつけて","気[き]をつけて","きをつけて","80","1810","","take care,be careful"
"ラッキー","ラッキー","ラッキー","80","3063","1","nice!,score!,bingo!,lucky"
"熱","熱[ねつ]","ねつ","80","1375","2","heat,fever,temperature,zeal,passion,enthusiasm,mania,craze,rage"
"乾く","乾[かわ]く","かわく","80","3889","2","to get dry"
"ファックス","ファックス","ファックス","80","27337","1","fax,facsimile,fax machine"
"何者","何[なに]者[もの]","なにもの","80","1577","0","who,what kind of person"
"海外","海[かい]外[がい]","かいがい","80","2636","1","foreign,abroad,overseas"
"うろつく","うろつく","うろつく","80","5640","0","to loiter,to hang around,to wander around,to prowl,to roam"
"正解","正[せい]解[かい]","せいかい","80","1499","0","correct answer,right solution,correct interpretation,right decision,right choice,appropriate judgement"
"お母様","お母[かあ]様[さま]","おかあさま","80","4282","2","mother"
"足りる","足[た]りる","たりる","80","745","0","to be sufficient,to be enough,to be worth doing,to be worthy of,to deserve,to do (the job),to serve,to answer"
"プロ","プロ","プロ","80","2071","1","professional,pro,program,production,proletarian,proletariat,propaganda"
"髪の毛","髪[かみ]の毛[け]","かみのけ","80","3607","3","hair (on the head),(a) hair"
"美和子","美和子","","80","57226","1","Minako,Mikuko,Miwako"
"キール","キール","キール","80","46452","1","keel"
"和香","和香","","80","98308","","Kazuka,Kazuko"
"患者","患[かん]者[じゃ]","かんじゃ","80","3595","0","patient"
"土曜","土[ど]曜[よう]","どよう","80","7822","2,0","Saturday"
"広い","広[ひろ]い","ひろい","79","1220","2","spacious,vast,wide"
"姫","姫[ひめ]","ひめ","79","2276","1","young lady of noble birth,princess (esp. in Western contexts, tales, etc.),girl,small,cute,lesser (in names of species),prostitute"
"通じる","通[つう]じる","つうじる","79","1507","0","to flow (liquid, current),to pass,to get through to,to be honored,to be good,to be well versed in,to be well-informed,to communicate clandestinely,to keep in touch (e.g. with the enemy),to form a liaison,to be intimate,to spread widely,to disseminate,to be open (to traffic),to lead to,to communicate (with),to be understood,to be comprehended"
"肩","肩[かた]","かた","79","1247","1","shoulder"
"ついさっき","ついさっき","ついさっき","79","5410","","just now,a little while back,a short time ago"
"飼う","飼[か]う","かう","79","2895","1","to keep (a pet or other animal),to have,to own,to raise,to rear,to feed"
"暴く","暴[あば]く","あばく","79","4591","2","to disclose,to divulge,to expose,to open (a grave),to dig out"
"トランク","トランク","トランク","79","14915","2","suitcase,trunk,(trunk) line,trunk (of a car),boot"
"生徒","生[せい]徒[と]","せいと","79","1602","1","pupil,student,schoolchild"
"後藤","後藤","","79","19484","0","Gotoo"
"ふん","ふん","ふん","79","1402","1,0","hmm,well ...,humph,huh,pshaw,pish,roughly,harshly,violently"
"突っ込む","突[つ]っ込[こ]む","つっこむ","79","1937","3","to thrust (something) into (something),to cram,to stuff,to shove,to plunge into,to charge into,to rush into,to ram into,to crash into,to delve into (a matter),to go into depth,to get to the heart (of something),to press (someone) about,to point out (e.g. an inconsistency),to question sharply,to grill,to get involved with,to meddle in,to poke one's nose into,to riposte,to retort,to quip"
"お兄ちゃん","お兄[にい]ちゃん","おにいちゃん","79","1623","","(one's) older brother,lad,sonny"
"２回","２[に]回[かい]","にかい","79","2974","","twice"
"名人","名[めい]人[じん]","めいじん","79","11932","3","master,expert,Meijin (professional title)"
"萩","萩[はぎ]","はぎ","79","38642","1,0,2","bush clover,Japanese clover (any flowering plant of genus Lespedeza),dark red exterior with blue interior (color combination worn in autumn),Hagi (city in Yamaguchi)"
"漢字","漢[かん]字[じ]","かんじ","79","6642","0","kanji,Chinese character"
"難事件","難[なん]事[じ]件[けん]","なんじけん","79","33951","3","difficult case"
"たし","たし","たし","79","4497","0","supplement,top up,complement,making up (a deficiency)"
